0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label
-424.4693298339844,237.98289489746094,6.731316089630127,-3.2026543617248535,14.532297134399414,-7.691170692443848,-5.938549995422363,1.8285419940948486,0.12649250030517578,-1.4197453260421753,-6.2103118896484375,-15.246060371398926,-15.932622909545898,-5.57081413269043,3.3781487941741943,3.2271921634674072,-0.5938162207603455,-2.097961187362671,-2.74167799949646,-3.434451103210449,piano
-420.47564697265625,230.2281036376953,8.183341026306152,0.4459846019744873,23.25806427001953,4.189878463745117,2.004560947418213,3.6074397563934326,-1.8870561122894287,-3.4054393768310547,-4.161613941192627,-10.857402801513672,-14.574149131774902,-10.775605201721191,-6.7641706466674805,-3.6495726108551025,-1.6862517595291138,-3.0827746391296387,-4.791151523590088,-5.13688325881958,piano
-391.8243713378906,259.2760925292969,12.752639770507812,-20.452869415283203,12.685456275939941,-1.488779067993164,-6.0052103996276855,2.1883177757263184,-3.297069549560547,-7.1624250411987305,-1.614558219909668,1.544302225112915,-1.5823073387145996,-6.6878981590271,-7.898934364318848,-5.066750526428223,-4.5209479331970215,-6.353752136230469,-5.899754524230957,-2.4729292392730713,piano
-510.5765075683594,229.39529418945312,25.44852638244629,-4.467761993408203,6.0403032302856445,2.1166555881500244,-4.205453872680664,-14.291451454162598,-13.079195976257324,-5.1573028564453125,-2.5380449295043945,-0.36838769912719727,6.425931930541992,10.205118179321289,6.254387855529785,-0.3098006546497345,-7.56822395324707,-10.51524829864502,-7.098872184753418,-3.4382693767547607,piano
-456.5843505859375,236.03805541992188,19.959611892700195,-10.859508514404297,13.760965347290039,0.09455877542495728,-6.522710800170898,-5.254314422607422,-5.966574192047119,-4.693297386169434,-7.573629856109619,-8.892568588256836,-8.372186660766602,-11.724997520446777,-9.395949363708496,-2.9916188716888428,-2.811136484146118,-1.7166385650634766,1.8165942430496216,-0.005440848413854837,piano
-496.2877197265625,222.45584106445312,19.922067642211914,-2.5614335536956787,2.0282692909240723,-1.9857860803604126,1.0801615715026855,-13.396553993225098,-14.898778915405273,-5.384399890899658,-3.6338143348693848,1.5029159784317017,8.594805717468262,11.096010208129883,8.197696685791016,-1.0028129816055298,-10.345536231994629,-11.34013557434082,-5.893343925476074,-0.6808075904846191,piano
-334.6453857421875,212.8222198486328,-27.20180892944336,-2.0366456508636475,15.4520902633667,-9.768196105957031,-7.591121673583984,-18.97127342224121,-20.328083038330078,-14.63555908203125,-15.80054759979248,-4.674322605133057,4.3755903244018555,0.9181253910064697,0.35625961422920227,5.5153985023498535,3.7898952960968018,-2.806960344314575,-3.2251646518707275,2.1345694065093994,piano
-624.5879516601562,193.0567626953125,81.6087417602539,26.102611541748047,3.126669406890869,6.528690814971924,4.073737144470215,2.0707924365997314,-7.36329984664917,-9.325338363647461,-6.89536714553833,1.6677241325378418,3.5263936519622803,-0.6766933798789978,-8.869256019592285,-12.20142650604248,-11.342939376831055,-10.029972076416016,-6.203142166137695,-3.022057056427002,piano
-590.5626220703125,203.0467529296875,60.31034469604492,5.730222225189209,8.436685562133789,7.937282085418701,-7.046441555023193,-13.058940887451172,-12.100953102111816,-13.929746627807617,-16.87487030029297,-12.145899772644043,-8.260664939880371,-12.407490730285645,-14.400010108947754,-6.4113922119140625,-0.3134815990924835,-0.007214461453258991,4.5021138191223145,12.198412895202637,piano
-424.5013732910156,230.15248107910156,-20.291181564331055,-3.954728364944458,18.966596603393555,-5.774678707122803,-5.2967987060546875,-1.2383946180343628,-6.369649410247803,-7.550381660461426,-4.010668754577637,-2.379808187484741,-1.417827844619751,-2.297091484069824,-1.5481951236724854,0.5829655528068542,-0.5200245380401611,-2.9672083854675293,-4.458795070648193,-4.045395851135254,piano
